1,4:41 am ↑ (37°),11:15 pm ↑ (323°),18:33:49,+3:26,1:58 pm (51.4°),94.263
2,4:40 am ↑ (37°),11:17 pm ↑ (323°),18:37:08,+3:18,1:58 pm (51.6°),94.277
3,4:38 am ↑ (37°),11:19 pm ↑ (324°),18:40:18,+3:10,1:58 pm (51.7°),94.291
4,4:37 am ↑ (36°),11:20 pm ↑ (324°),18:43:21,+3:02,1:58 pm (51.8°),94.305
5,4:36 am ↑ (36°),11:22 pm ↑ (324°),18:46:14,+2:53,1:58 pm (51.9°),94.318
6,4:34 am ↑ (36°),11:23 pm ↑ (325°),18:48:59,+2:44,1:58 pm (52.0°),94.331
7,4:33 am ↑ (35°),11:25 pm ↑ (325°),18:51:35,+2:35,1:59 pm (52.1°),94.344
8,4:32 am ↑ (35°),11:26 pm ↑ (325°),18:54:00,+2:25,1:59 pm (52.2°),94.356
9,4:31 am ↑ (35°),11:28 pm ↑ (326°),18:56:16,+2:15,1:59 pm (52.3°),94.368
10,4:30 am ↑ (34°),11:29 pm ↑ (326°),18:58:22,+2:05,1:59 pm (52.3°),94.379
11,4:30 am ↑ (34°),11:30 pm ↑ (326°),19:00:16,+1:54,1:59 pm (52.4°),94.390
12,4:29 am ↑ (34°),11:31 pm ↑ (326°),19:02:01,+1:44,2:00 pm (52.5°),94.400
13,4:28 am ↑ (34°),11:32 pm ↑ (326°),19:03:34,+1:33,2:00 pm (52.5°),94.409
14,4:28 am ↑ (34°),11:33 pm ↑ (327°),19:04:57,+1:22,2:00 pm (52.6°),94.418
15,4:27 am ↑ (33°),11:34 pm ↑ (327°),19:06:08,+1:11,2:00 pm (52.6°),94.427
16,4:27 am ↑ (33°),11:34 pm ↑ (327°),19:07:07,+0:59,2:00 pm (52.7°),94.435
17,4:27 am ↑ (33°),11:35 pm ↑ (327°),19:07:55,+0:47,2:01 pm (52.7°),94.442
18,4:27 am ↑ (33°),11:35 pm ↑ (327°),19:08:32,+0:36,2:01 pm (52.7°),94.449
19,4:27 am ↑ (33°),11:36 pm ↑ (327°),19:08:56,+0:24,2:01 pm (52.7°),94.456
20,4:27 am ↑ (33°),11:36 pm ↑ (327°),19:09:08,+0:12,2:01 pm (52.7°),94.461
21,4:27 am ↑ (33°),11:36 pm ↑ (327°),19:09:09,< 1s,2:02 pm (52.7°),94.467
22,4:27 am ↑ (33°),11:36 pm ↑ (327°),19:08:57,-0:11,2:02 pm (52.7°),94.472
23,4:28 am ↑ (33°),11:36 pm ↑ (327°),19:08:34,-0:23,2:02 pm (52.7°),94.477
24,4:28 am ↑ (33°),11:36 pm ↑ (327°),19:07:59,-0:35,2:02 pm (52.7°),94.481
25,4:29 am ↑ (33°),11:36 pm ↑ (327°),19:07:12,-0:46,2:02 pm (52.7°),94.485
26,4:29 am ↑ (33°),11:36 pm ↑ (327°),19:06:14,-0:58,2:03 pm (52.6°),94.489
27,4:30 am ↑ (33°),11:35 pm ↑ (326°),19:05:04,-1:09,2:03 pm (52.6°),94.493
28,4:31 am ↑ (34°),11:35 pm ↑ (326°),19:03:43,-1:20,2:03 pm (52.5°),94.496
29,4:32 am ↑ (34°),11:34 pm ↑ (326°),19:02:11,-1:32,2:03 pm (52.5°),94.498
30,4:33 am ↑ (34°),11:33 pm ↑ (326°),19:00:28,-1:43,2:03 pm (52.4°),94.501
